,business_id,name,address,city,state,latitude,longitude,stars,review_count,is_open,categories,BusinessAcceptsCreditCards,BikeParking,GoodForKids,ByAppointmentOnly,RestaurantsPriceRange2,Monday,Tuesday,Wednesday,Thursday,Friday,Saturday,Sunday
170922,37nmwiVBQC-ahTZ0L2ZRyA,Sugar Spell Scoops,1014 N Canal St,Pittsburgh,PA,40.4948542,-79.932109,5,23,1,"Food, Ice Cream & Frozen Yogurt, Vegan, Restaurants",TRUE,,,,,,,,,13:0-21:0,13:0-21:0,13:0-19:0
171019,EDg6FM7MYcNMoqrSoWXUUw,Baby Loves Tacos,4508 Liberty Ave,Pittsburgh,PA,40.4628562,-79.9515691,4.5,117,1,"Restaurants, Tacos, Pop-Up Restaurants, Mexican",TRUE,,TRUE,,2,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,,
171027,KY8J9dIOKD2vL0jdzUiuhg,Adolfo's Restaurant,4770 Liberty Ave,Pittsburgh,PA,40.4607765,-79.9478367,4,48,0,"Italian, Latin American, Restaurants, Venezuelan, Breakfast & Brunch",TRUE,TRUE,TRUE,,2,0:0-0:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-18:0,11:0-17:0,10:0-15:0
171110,X53hPZbw2_HmpcM_KHLddQ,Mad Mex - Waterworks,1041 Freeport Rd,Pittsburgh,PA,40.4884157,-79.885518,3.5,47,1,"Tex-Mex, Restaurants",TRUE,,,,2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-22:0
171131,btBX_7p5SOPlqe23p5HQFA,Chelsea's Pizza,3285 W Liberty Ave,Pittsburgh,PA,40.38904774,-80.0419844,3,14,1,"Pizza, Restaurants",TRUE,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-20:0,,17:0-22:0
171185,WMTo7sdKEQKsfrbRNUHChw,Jekyl & Hyde,140 S 18th St,Pittsburgh,PA,40.4265696,-79.9809564,4,48,1,"Karaoke, Restaurants, Bars, Nightlife, Dive Bars",TRUE,TRUE,FALSE,,1,0:0-0:0,19:0-2:0,19:0-2:0,19:0-2:0,19:0-2:0,19:0-2:0,19:0-2:0
171201,w53w6IvO6EWZyh7VF12oJg,Rail House Restaurant,2525 Freeport Rd,Pittsburgh,PA,40.53517214,-79.84434329,2.5,12,1,"Breakfast & Brunch, Burgers, Restaurants",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
171357,bAWQmZgMggH4HTJnVcpLPw,Moe's Southwest Grill,5432 Campbell's Run Rd,Pittsburgh,PA,40.44721244,-80.15769166,2.5,39,1,"Restaurants, Mexican, Tex-Mex",TRUE,TRUE,TRUE,,1,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-21:0
171367,wdwODzBChLIh_u8V8CPpyA,Casa Rasta,2056 Broadway Ave,Pittsburgh,PA,40.4052704,-80.0302382,3.5,107,0,"Mexican, Caribbean, Restaurants",TRUE,FALSE,TRUE,,2,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,
171607,NN0d_nZ7dX9pS67q4pHbFg,City Cafe,951 Liberty Ave,Pittsburgh,PA,40.4436153,-79.9961783,3.5,60,0,"Restaurants, Breakfast & Brunch, Vegetarian, Coffee & Tea, Food",TRUE,TRUE,TRUE,,1,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0,6:0-18:0
171880,kzCG-KC3YVrQs7l-0d0b1w,Jet's Pizza,1810 Dormont Ave,Pittsburgh,PA,40.398472,-80.044309,3.5,67,1,"Restaurants, Pizza",TRUE,TRUE,TRUE,,1,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,12:0-22:0
171906,mVbGnu5VsAG79b0fMoKItA,McDonald's,1630 Penn Ave,Pittsburgh,PA,40.449315,-79.98628579,1.5,16,1,"Restaurants, Burgers, Hot Dogs, Food, Fast Food, Coffee & Tea",TRUE,TRUE,TRUE,,1,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,6:0-23:0,7:0-22:0
171977,7odNqxZDSR6ZVgxjp2r39A,Sienna Mercato,"942 Penn Ave, Fl 2",Pittsburgh,PA,40.443983,-79.9964184,4,102,1,"Bars, Pizza, Nightlife, Restaurants, Italian, Wine Bars",TRUE,TRUE,FALSE,,2,0:0-0:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-0:0,11:0-22:0
171991,wvxmd2dcZ-rfDJbNIO9P3Q,La Palapa Food Buggy,,Pittsburgh,PA,40.4293034,-79.9724245,4,4,1,"Food Trucks, Mexican, Restaurants, Food",,,,,,,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,10:0-0:0,10:0-22:0
172297,9d2wp4ddmkFSnUWjLv0mTQ,Folino's Ristorante,1719 E Carson St,Pittsburgh,PA,40.4288777,-79.9813066,3.5,8,0,"Restaurants, Breakfast & Brunch, Diners",TRUE,,TRUE,,2,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
172403,irsqHZvvMdwK5iM3mFZ5Pg,Steelhead Brasserie and Wine Bar,112 Washington Pl,Pittsburgh,PA,40.439745,-79.993004,2.5,48,1,"American (New), Restaurants, Bars, Wine Bars, Nightlife",TRUE,TRUE,FALSE,,2,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0,6:30-23:0
172447,uKesGTGs1o5KgazKq-0iMQ,Pho Minh,4917 Penn Ave,Pittsburgh,PA,40.4653614,-79.9445218,4,129,1,"Restaurants, Vietnamese",FALSE,TRUE,TRUE,FALSE,1,17:0-21:0,,17:0-21:0,17:0-21:0,17:0-22:0,11:0-22:0,12:0-20:0
172484,6sqfAMlX68kusvE_FsIr-w,Jimmy John's,"501 Grant St, Ste. 140",Pittsburgh,PA,40.4397355,-79.9971547,3.5,43,1,"Restaurants, Sandwiches, Delis, Fast Food",TRUE,TRUE,TRUE,,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0
172656,YfKZh6Op-PmuKyzZu_DMGQ,Peter's Pub,116 Oakland Ave,Pittsburgh,PA,40.4417381,-79.9574545,3,58,0,"Nightlife, Bars, Pubs, Restaurants",TRUE,TRUE,FALSE,,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
172778,749lGtWM9PsrWonlVY4W2w,Bangkok Balcony,5846 Forbes Ave,Pittsburgh,PA,40.4377594,-79.9211285,3.5,196,0,"Restaurants, Soup, Thai, Salad",TRUE,TRUE,TRUE,,2,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-23:0,12:0-23:0,12:0-22:0
172810,DNOXngMi7USPPY5-6BY2ZQ,Zen Juice,209 Commercial Ave,Pittsburgh,PA,40.49057999,-79.90474897,4.5,5,0,"Food, Vegan, Restaurants, Juice Bars & Smoothies, Vegetarian",TRUE,,TRUE,,,,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:0,8:0-17:30
173194,trpUpkB4lxReIhfr60hlww,McDonald's,801 Allegheny Ave,Pittsburgh,PA,40.45083955,-80.01899253,1.5,36,1,"Restaurants, Burgers, Coffee & Tea, Food, Fast Food",TRUE,TRUE,TRUE,,1,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
173341,u7CxxEzx8hvjoJ8onN4zTg,Pittsburgh International Airport,1000 Airport Blvd,Pittsburgh,PA,40.495665,-80.256824,4,564,1,"Hotels & Travel, Restaurants, Airports, Fast Food",TRUE,,TRUE,FALSE,4,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
173788,G0tUd_gFsRMGY3HXQQ3FJQ,Fox's Pizza Den - Pittsburgh,902 Brookline Blvd,Pittsburgh,PA,40.392837,-80.01913,4,14,1,"Sandwiches, Italian, Pizza, Restaurants",TRUE,TRUE,TRUE,,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,12:0-19:0
173970,#NAME?,Kayla's Cafe,307 N Ave,Pittsburgh,PA,40.503368,-80.061188,3.5,4,0,"Restaurants, Cafes",TRUE,,TRUE,,2,,7:30-20:0,7:30-20:0,7:30-20:0,7:30-20:0,7:30-20:0,
174041,R5SvHm0lJf3hlI9R-TTyAQ,Bella Sera Urban Trattoria,22 Graeme St,Pittsburgh,PA,40.4411853,-80.0026939,3.5,22,0,"Italian, Restaurants",TRUE,,FALSE,,3,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,16:0-22:0,
174138,59h0SyMyfMoQ988sEsjfEQ,Isis Cafe,815 Brookline Blvd,Pittsburgh,PA,40.39360777,-80.019686,4,8,0,"Restaurants, Middle Eastern, Egyptian",TRUE,,,,2,,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,17:0-21:0,
174209,CLCumtBtaxl5ziuycMDkAg,Refucilo Winery,907 Western Ave,Pittsburgh,PA,40.451687,-80.016726,5,19,1,"Food, Arts & Entertainment, Restaurants, Wine Tasting Room, Wineries, Tapas Bars",,,,,,,,17:0-21:30,17:0-21:30,17:0-22:0,14:0-22:0,
174340,KlmsNi7qiQgC6yznyA0M0g,Panera Bread,"1000 Ross Park Mall Dr, Ste VC12A",Pittsburgh,PA,40.54457,-80.008751,3.5,6,1,"Sandwiches, Restaurants, Soup, Salad, Cafes",TRUE,,TRUE,,,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,10:0-18:0
174407,zE7pCmT1P9-tFLHcoJ7jQw,Pints On Penn,3523 Penn Ave,Pittsburgh,PA,40.46430505,-79.96404491,4,81,0,"Nightlife, Pubs, American (New), Restaurants, Bars, American (Traditional)",TRUE,TRUE,FALSE,,2,16:0-0:0,16:0-0:0,16:0-0:0,16:0-0:0,16:0-2:0,14:0-2:0,14:0-0:0
174429,#NAME?,Joseph Tambellini Restaurant,5701 Bryant St,Pittsburgh,PA,40.4766243,-79.9214346,4,125,1,"Italian, Restaurants",TRUE,FALSE,FALSE,,3,,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,16:0-23:0,16:0-21:0
174540,QtyvwZi6JiloDNEEH_ZxLQ,Bombay Gyro's and Lunch Box,212 10th St,Pittsburgh,PA,40.4442059,-79.9955278,4,25,0,"Ethnic Food, Mediterranean, Specialty Food, Imported Food, Restaurants, Food, Fast Food",TRUE,TRUE,TRUE,,1,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-18:0,13:0-18:0
174570,gkR_X3INE6Rr-TuM4ynhzQ,Cinderlands Foederhouse,3705 Butler St,Pittsburgh,PA,40.4664949,-79.9648079,4.5,156,1,"Brewpubs, Breweries, Restaurants, American (New), Food",TRUE,TRUE,FALSE,FALSE,2,0:0-0:0,16:0-22:0,16:0-22:0,16:0-22:0,11:30-0:0,11:30-0:0,11:0-21:0
174605,gecqbUz6uQ8PckqF-J8tFQ,Panera Bread,8800 Covenant Ave,Pittsburgh,PA,40.57024637,-80.02179083,2,43,1,"Soup, Salad, Sandwiches, Restaurants",TRUE,TRUE,TRUE,,1,6:30-21:30,6:30-21:30,6:30-21:30,6:30-21:30,6:30-21:30,6:30-21:30,7:0-20:0
174663,1XEFVSf5zdBFHRScvmU_zQ,Juice Up 412,124 S Highland Ave,Pittsburgh,PA,40.4604323,-79.9252567,5,3,0,"Restaurants, Food, Tapas Bars, Vegan, Juice Bars & Smoothies",TRUE,TRUE,TRUE,,1,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,11:0-15:0,
174740,1n-HH6BG913cKQ1tX3wQEg,Bayleaf Indian Cusine,416 Semple St,Pittsburgh,PA,40.4366975,-79.9545605,4,6,0,"Restaurants, Indian",TRUE,,TRUE,,1,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30,11:30-21:30
174762,1dhPgc7E7IzzpxjHM2LphQ,Mad Mex - Oakland,370 Atwood St,Pittsburgh,PA,40.438019,-79.954209,3.5,294,1,"Tex-Mex, Mexican, Restaurants",TRUE,TRUE,FALSE,,2,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0,11:0-1:0
174865,mmvVocwFHyzNbCtYd1EH4w,Aji Picante,1711 Murray Ave,Pittsburgh,PA,40.4375577,-79.92282,3.5,37,0,"Restaurants, Latin American",TRUE,,TRUE,,2,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-23:0,17:0-23:0,17:0-22:0
175411,kJQbc861Qvm_HsNofAahDA,Five Guys,3 Ppg Pl,Pittsburgh,PA,40.44020351,-80.00286879,3.5,24,1,"Burgers, Fast Food, Restaurants, Food, Hot Dogs",TRUE,TRUE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
175590,YVYHX7RCPjCBqEth2CS91Q,Brasserie 33,5863 Ellsworth Ave,Pittsburgh,PA,40.4574778,-79.9289528,2.5,81,0,"French, Restaurants",TRUE,,FALSE,,3,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,11:30-23:30,
175763,a9BXaz5Dqzm2qXVYAEbKlg,Le Brew House,2512 E Carson St,Pittsburgh,PA,40.42746,-79.969291,3,9,0,"Nightlife, Pubs, Bars, Restaurants",TRUE,,,,2,,11:0-22:0,11:0-22:0,11:0-2:0,11:0-2:0,8:0-2:0,8:0-22:0
175802,g4W4MV8SD684XkZUVNRolA,Heirloom Superfood Market,3101 Penn Ave,Pittsburgh,PA,40.4599987,-79.9713102,4,7,0,"Food, Restaurants, Specialty Food, Cafes, Organic Stores, Health Markets",TRUE,,,,,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-14:0,10:0-14:0
175975,575BoZY8tDPcfSRcdsUNLw,Eat'n Park,1250 Banksville Rd,Pittsburgh,PA,40.4172327,-80.030197,3,64,1,"Restaurants, American (New), Breakfast & Brunch, Diners, American (Traditional)",TRUE,TRUE,TRUE,,2,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0
176070,uNBVnx12y-cRYSxukmTfnQ,Fresh Healthy Cafe,100 Robinson Ctr Dr,Pittsburgh,PA,40.45388033,-80.1582516,4,20,1,"Juice Bars & Smoothies, Restaurants, Food, Salad, Cafes",TRUE,,TRUE,,2,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:30,10:0-21:30,11:0-18:0
176285,uG1Whgf-AtEML0pQQp00Dg,Krazy Brothers Pizza N Pasta,109 Brookline Blvd,Pittsburgh,PA,40.3979659,-80.026,3.5,9,0,"Restaurants, Italian, Pizza",TRUE,,TRUE,,2,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:0-23:0,12:0-20:0
176368,XY5r7aptxnh-Q-OdVNk1mw,Pittsburgh Pizza Fish and Chicken,918 Main St,Pittsburgh,PA,40.49466035,-79.9330456,3,11,0,"Sandwiches, Seafood, Pizza, Restaurants, Burgers",TRUE,,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-21:0
176457,PJ-l-Le8_I4nPomX18M2AQ,Bravo! Cucina Italiana,211 Summit Park Dr,Pittsburgh,PA,40.448503,-80.1805754,3.5,84,1,"Cocktail Bars, Nightlife, Wine Bars, Gluten-Free, Bars, Italian, Restaurants",TRUE,FALSE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,11:0-23:0,11:0-22:0
176591,_laY6Ba-VWXCR6xg7LVtuQ,Caliente Pizza & Drafthouse,329 Castle Shannon Blvd,Pittsburgh,PA,40.3762608,-80.0367425,2.5,160,1,"Pizza, Nightlife, Restaurants, Bars, Beer Bar, Sandwiches, Cocktail Bars",TRUE,TRUE,TRUE,,2,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-1:0,11:0-1:0,11:0-23:0
176766,g9otJ_FZ3D0BxqTEJetuUw,Olive Oil's Pizzeria,930 Brookline Blvd,Pittsburgh,PA,40.3922727,-80.0184508,3,20,1,"Restaurants, Pizza",TRUE,,TRUE,,1,11:0-23:0,11:0-23:0,11:0-23:0,11:0-23:0,11:0-0:0,11:0-0:0,11:0-23:0
176784,55LdBLn7CXbWwhD06Zn_0Q,Qdoba Mexican Grill,1028 Freeport Rd,Pittsburgh,PA,40.48673651,-79.88719105,2.5,14,0,"Mexican, Restaurants",TRUE,FALSE,TRUE,,2,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-20:0
177117,S8VRQCBrbZI04zjCOc1RAA,Las Palmas,326 Atwood St,Pittsburgh,PA,40.4389681,-79.9552124,4.5,225,1,"Mexican, Restaurants",TRUE,TRUE,TRUE,,1,9:0-17:0,9:0-17:0,9:0-17:0,9:0-17:0,9:0-22:0,12:0-19:0,12:0-16:30
177253,xcVanoC1mm8Yc2967qOIlw,26th Street Market and Cafe,2549 Penn Ave,Pittsburgh,PA,40.4549226,-79.9787773,3,4,0,"Cafes, Food, Convenience Stores, Restaurants, Breakfast & Brunch",TRUE,TRUE,TRUE,,1,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,7:0-17:0,,
177315,48nQpsNiVcnTR0nXxsg7yA,Trolley Barn Eatery,"3360 Library Rd, Ste 4",Pittsburgh,PA,40.3684469,-80.0130116,4,32,1,"Diners, Food, Event Planning & Services, Breakfast & Brunch, Caterers, Restaurants, Coffee & Tea",TRUE,TRUE,TRUE,,1,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,6:30-14:0,7:0-13:0,7:0-13:0
177331,NgYQvMLzs2lbvQGX4cMWIg,Yo Rita,1120 E Carson St,Pittsburgh,PA,40.4285851,-79.9866264,3.5,131,0,"Mexican, American (New), Restaurants",TRUE,,FALSE,,2,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-23:0,16:0-23:0,
177354,in39cUCMBRjpwxw7qNSOfg,Condado Tacos - Lawrenceville,4300 Butler St,Pittsburgh,PA,40.470627,-79.960196,4,177,1,"Tex-Mex, Nightlife, Tacos, Restaurants, Mexican, Bars",TRUE,TRUE,FALSE,,2,0:0-0:0,11:0-15:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
177410,aYEuMDcx4Ct45TOK4YrOuA,Sphinx Cafe,401 Atwood St,Pittsburgh,PA,40.4381085,-79.9536706,3,51,0,"Food, Restaurants, Coffee & Tea, Middle Eastern, Bars, Hookah Bars, Nightlife",TRUE,FALSE,FALSE,,2,16:0-1:0,16:0-1:0,16:0-1:0,16:0-1:0,16:0-2:0,16:0-2:0,16:0-1:0
177491,gypeQSuD8-09CtzkZSWfxw,Sincerely Yogurt,5301 Grove Rd,Pittsburgh,PA,40.357482,-80.002086,4.5,7,1,"Food, Ice Cream & Frozen Yogurt, American (New), Restaurants",,,,,1,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30,12:0-21:30
177566,U7MkW1DeIryN6tYyJ62kEA,Pigeon Bagels,5613 Hobart St,Pittsburgh,PA,40.432993,-79.927001,4,46,1,"Bagels, Farmers Market, Food, Restaurants, Sandwiches, Coffee & Tea",TRUE,TRUE,,,1,,,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0,7:0-14:0
177656,HidSAIhDmpVf38qriIi4hQ,The Pizza Stop,1315 Mifflin Rd,Pittsburgh,PA,40.3697044,-79.912472,3,4,1,"Restaurants, Pizza",TRUE,,,,,15:0-22:0,15:0-22:0,15:0-22:0,15:0-22:0,12:0-22:0,12:0-22:0,14:0-20:0
177679,heTUR_TGWJ9iYiiEWnikXg,Eat Unique,305 S Craig St,Pittsburgh,PA,40.4456076,-79.9485834,3.5,156,1,"Delis, Restaurants",TRUE,TRUE,TRUE,,1,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0
177849,YO0wmR-mgb_2dNCSyZFoaQ,Domino's Pizza,1019 W View Park Dr,Pittsburgh,PA,40.516043,-80.038569,2,23,1,"Chicken Wings, Sandwiches, Pizza, Restaurants",TRUE,,,,1,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-1:0,10:30-1:0,10:30-0:0
177954,nXlKHnArL3_vugmnytsEYQ,Crested Duck Charcuterie,1603 Broadway Ave,Pittsburgh,PA,40.4103895,-80.0243631,4.5,37,0,"Delis, Butcher, Meat Shops, Restaurants, Sandwiches, Food, Specialty Food, French, American (New), Local Flavor",TRUE,FALSE,FALSE,,2,,,,17:0-22:0,17:0-22:0,17:0-22:0,
177974,QQDguhxy2warZR69VI3M_g,Cafe on the corner,2700 Shadeland Ave,Pittsburgh,PA,40.4692049,-80.0299851,5,5,1,"Southern, Cafes, Restaurants",,,,,,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-17:0,
177998,9coZa838egYONxSdTe-wUg,Everest Ethnic Restaurant,"4042 Saw Mill Run Blvd, Unit B",Pittsburgh,PA,40.367849,-79.984075,3.5,31,0,"Indian, Noodles, Restaurants, Himalayan/Nepalese",TRUE,TRUE,TRUE,,1,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0
178051,uqNCIsAUgH0YxIXq5BWYTA,Quiznos,300 S Craig St,Pittsburgh,PA,40.44541569,-79.9489261,3.5,27,1,"Sandwiches, Restaurants, Delis",TRUE,TRUE,TRUE,FALSE,1,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,8:0-21:0,10:0-20:0,10:0-20:0
178059,RMn2euwrbfu6fpomjf31qw,Subway Restaurants,3147 Banksville Rd,Pittsburgh,PA,40.3994033,-80.0439978,2.5,3,1,"Restaurants, Sandwiches, Fast Food",TRUE,,TRUE,,1,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,7:0-22:0,8:0-22:0,9:0-22:0
178078,dBCDRobULrxeSDvQyudcKQ,Onion Maiden,639 E Warrington Ave,Pittsburgh,PA,40.4218809,-79.9959611,4.5,166,1,"Asian Fusion, Vegan, Street Vendors, Vegetarian, Restaurants, Food",FALSE,TRUE,FALSE,,2,0:0-0:0,,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0,17:0-22:0
178105,9sUIgzBxFuGEAObwEEwlHw,Wilson's Bar-B-Q,700 N Taylor Ave,Pittsburgh,PA,40.4562105,-80.014453,4,35,0,"Barbeque, Restaurants",FALSE,FALSE,TRUE,,2,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,
178134,C-DGZG8ClR_dOMwYB19vMA,Piatto Ristorante Italiano,734 Brookline Blvd,Pittsburgh,PA,40.3940211,-80.0206697,3.5,6,0,"Restaurants, Italian, Food",,,,,2,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0,16:0-22:0
178154,g93ECYDp2JB85zSVLWgK_Q,Thin Man Sandwich Shop,50 21st St,Pittsburgh,PA,40.4521386,-79.9838044,4,129,0,"Sandwiches, Restaurants",TRUE,TRUE,TRUE,,1,,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,10:30-17:0,10:30-17:0
178317,jFs8pmCWB6n0LWzddOwI1g,Walnut Grill -Fox Chapel,911 Freeport Rd,Pittsburgh,PA,40.48706927,-79.8888003,3,109,1,"Seafood, American (Traditional), Restaurants, Nightlife, American (New), Sandwiches, Bars, Cocktail Bars",TRUE,TRUE,TRUE,,2,8:0-1:0,8:0-1:0,8:0-1:0,8:0-1:0,8:0-2:0,8:0-2:0,10:0-0:0
178329,O4-yHHUYMYaiOVsgg8ImUw,Calabria's,3107 Library Rd,Pittsburgh,PA,40.3733822,-80.0062991,3.5,54,1,"Restaurants, Italian, American (Traditional)",TRUE,TRUE,TRUE,,2,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,15:0-21:0
178383,KTuop99F-mrV5_1haXClbQ,Royal Place Restaurant,2660 Library Rd,Pittsburgh,PA,40.3793534,-80.0016027,2,6,1,"Italian, Restaurants, American (Traditional)",TRUE,,TRUE,,1,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,10:0-22:0
178424,K0dp91jd_vqW4uNgvW6oag,Valliant's Diner,3418 Babcock Blvd,Pittsburgh,PA,40.5390935,-80.023619,3,43,1,"Restaurants, Breakfast & Brunch",TRUE,FALSE,TRUE,,1,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,6:0-14:0,7:0-14:0
178608,0xxW5PmeFV1MWkvDwU7XaQ,Cafe On The Strip,1814 Penn Ave,Pittsburgh,PA,40.4505107,-79.9843677,3,29,0,"Restaurants, Diners, American (New)",TRUE,TRUE,TRUE,,1,12:0-16:0,12:0-16:0,9:0-15:0,9:0-15:0,7:0-20:0,8:0-18:0,8:0-15:0
178632,Rcc2zK76CsRhQSAXCQusDQ,Mt. Lebanon Pub & Pizza,329 Castle Shannon Blvd,Pittsburgh,PA,40.3761038,-80.0366645,3.5,3,0,"Pizza, Pubs, Restaurants, Nightlife, Bars",TRUE,,TRUE,,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
178641,FFsG1lhnKz3_xyB2LyCXpg,Mugshots Cafe,25 Walsh Rd,Pittsburgh,PA,40.4397145,-80.071194,3,13,1,"American (Traditional), Nightlife, Bars, Chicken Wings, Restaurants",TRUE,FALSE,FALSE,,1,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0,11:0-2:0
178987,G32N8Tr2LyvHl4FnUTt5pg,Ginza,4734 Liberty Ave,Pittsburgh,PA,40.4613249,-79.9488459,4,164,1,"Sushi Bars, Restaurants, Japanese",TRUE,TRUE,TRUE,,2,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-23:0,12:0-23:0,12:0-21:0
179080,GVPEk8fvR7_46_5lYch_4A,Salim's Middle Eastern Food Store,4705 Centre Ave,Pittsburgh,PA,40.4527796,-79.9495128,4.5,62,1,"Delis, Imported Food, Grocery, Restaurants, Food, Specialty Food, Ethnic Food",TRUE,FALSE,TRUE,,1,10:30-19:0,10:30-19:0,10:30-19:0,10:30-19:0,10:30-19:0,11:0-19:0,11:0-18:0
179201,keJOgdHUWFm2d08qFk3QsA,Patron Mexican Grill,1141 Freeport Rd,Pittsburgh,PA,40.51236358,-79.87987518,3,58,1,"Restaurants, Mexican, Soup, Salad",TRUE,FALSE,TRUE,,2,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:30,12:0-22:30,12:0-21:0
179273,VSNUFYBQ_wOFmRXZ8SeQ4w,S&D Polish Deli,2204 Penn Ave,Pittsburgh,PA,40.4523578,-79.9820206,4.5,231,1,"Restaurants, Food, Polish, Ethnic Food, Specialty Food, Caterers, Event Planning & Services, Delis",TRUE,TRUE,TRUE,,2,0:0-0:0,10:0-16:30,10:0-16:30,10:0-16:30,10:0-16:30,9:30-16:30,10:0-16:0
